id_subject;id_cohort;img_data_settings_id;img_data_modality;img_data_config;img_data_noise_level;img_data_noise_iter;img_data_rotation_angle;img_data_roi_randomise_iter;img_data_roi_adapt_size;img_data_translate_x;img_data_translate_y;img_data_translate_z;img_data_voxel_size;img_data_roi;diag_img_dim_x_init_img_CT;diag_img_dim_y_init_img_CT;diag_img_dim_z_init_img_CT;diag_vox_dim_x_init_img_CT;diag_vox_dim_y_init_img_CT;diag_vox_dim_z_init_img_CT;diag_mean_int_init_img_CT;diag_min_int_init_img_CT;diag_max_int_init_img_CT;diag_int_map_dim_x_init_roi;diag_int_map_dim_y_init_roi;diag_int_map_dim_z_init_roi;diag_int_bb_dim_x_init_roi;diag_int_bb_dim_y_init_roi;diag_int_bb_dim_z_init_roi;diag_int_vox_dim_x_init_roi;diag_int_vox_dim_y_init_roi;diag_int_vox_dim_z_init_roi;diag_int_vox_count_init_roi;diag_int_mean_int_init_roi;diag_int_min_int_init_roi;diag_int_max_int_init_roi;diag_mrp_map_dim_x_init_roi;diag_mrp_map_dim_y_init_roi;diag_mrp_map_dim_z_init_roi;diag_mrp_bb_dim_x_init_roi;diag_mrp_bb_dim_y_init_roi;diag_mrp_bb_dim_z_init_roi;diag_mrp_vox_dim_x_init_roi;diag_mrp_vox_dim_y_init_roi;diag_mrp_vox_dim_z_init_roi;diag_mrp_vox_count_init_roi;diag_mrp_mean_int_init_roi;diag_mrp_min_int_init_roi;diag_mrp_max_int_init_roi;diag_img_dim_x_interp_img_CT;diag_img_dim_y_interp_img_CT;diag_img_dim_z_interp_img_CT;diag_vox_dim_x_interp_img_CT;diag_vox_dim_y_interp_img_CT;diag_vox_dim_z_interp_img_CT;diag_mean_int_interp_img_CT;diag_min_int_interp_img_CT;diag_max_int_interp_img_CT;diag_int_map_dim_x_interp_roi;diag_int_map_dim_y_interp_roi;diag_int_map_dim_z_interp_roi;diag_int_bb_dim_x_interp_roi;diag_int_bb_dim_y_interp_roi;diag_int_bb_dim_z_interp_roi;diag_int_vox_dim_x_interp_roi;diag_int_vox_dim_y_interp_roi;diag_int_vox_dim_z_interp_roi;diag_int_vox_count_interp_roi;diag_int_mean_int_interp_roi;diag_int_min_int_interp_roi;diag_int_max_int_interp_roi;diag_mrp_map_dim_x_interp_roi;diag_mrp_map_dim_y_interp_roi;diag_mrp_map_dim_z_interp_roi;diag_mrp_bb_dim_x_interp_roi;diag_mrp_bb_dim_y_interp_roi;diag_mrp_bb_dim_z_interp_roi;diag_mrp_vox_dim_x_interp_roi;diag_mrp_vox_dim_y_interp_roi;diag_mrp_vox_dim_z_interp_roi;diag_mrp_vox_count_interp_roi;diag_mrp_mean_int_interp_roi;diag_mrp_min_int_interp_roi;diag_mrp_max_int_interp_roi;diag_img_dim_x_reseg_img_CT;diag_img_dim_y_reseg_img_CT;diag_img_dim_z_reseg_img_CT;diag_vox_dim_x_reseg_img_CT;diag_vox_dim_y_reseg_img_CT;diag_vox_dim_z_reseg_img_CT;diag_mean_int_reseg_img_CT;diag_min_int_reseg_img_CT;diag_max_int_reseg_img_CT;diag_int_map_dim_x_reseg_roi;diag_int_map_dim_y_reseg_roi;diag_int_map_dim_z_reseg_roi;diag_int_bb_dim_x_reseg_roi;diag_int_bb_dim_y_reseg_roi;diag_int_bb_dim_z_reseg_roi;diag_int_vox_dim_x_reseg_roi;diag_int_vox_dim_y_reseg_roi;diag_int_vox_dim_z_reseg_roi;diag_int_vox_count_reseg_roi;diag_int_mean_int_reseg_roi;diag_int_min_int_reseg_roi;diag_int_max_int_reseg_roi;diag_mrp_map_dim_x_reseg_roi;diag_mrp_map_dim_y_reseg_roi;diag_mrp_map_dim_z_reseg_roi;diag_mrp_bb_dim_x_reseg_roi;diag_mrp_bb_dim_y_reseg_roi;diag_mrp_bb_dim_z_reseg_roi;diag_mrp_vox_dim_x_reseg_roi;diag_mrp_vox_dim_y_reseg_roi;diag_mrp_vox_dim_z_reseg_roi;diag_mrp_vox_count_reseg_roi;diag_mrp_mean_int_reseg_roi;diag_mrp_min_int_reseg_roi;diag_mrp_max_int_reseg_roi;wavelet_db3_llh_invar_level_1_stat_mean;wavelet_db3_llh_invar_level_1_stat_var;wavelet_db3_llh_invar_level_1_stat_skew;wavelet_db3_llh_invar_level_1_stat_kurt;wavelet_db3_llh_invar_level_1_stat_median;wavelet_db3_llh_invar_level_1_stat_min;wavelet_db3_llh_invar_level_1_stat_p10;wavelet_db3_llh_invar_level_1_stat_p90;wavelet_db3_llh_invar_level_1_stat_max;wavelet_db3_llh_invar_level_1_stat_iqr;wavelet_db3_llh_invar_level_1_stat_range;wavelet_db3_llh_invar_level_1_stat_mad;wavelet_db3_llh_invar_level_1_stat_rmad;wavelet_db3_llh_invar_level_1_stat_medad;wavelet_db3_llh_invar_level_1_stat_cov;wavelet_db3_llh_invar_level_1_stat_qcod;wavelet_db3_llh_invar_level_1_stat_energy;wavelet_db3_llh_invar_level_1_stat_rms
phantom;;6.B;CT;6.B;-1.0;0;-10.0;-1;0.0;0.75;0.25;0.0;1.0;GTV-1;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;231;228;180;1.0;1.0;1.0;-326.16025;-1112.0;3116.0;231;228;180;98;95;78;1.0;1.0;1.0;358195;-47.14775;-974.0;685.0;231;228;180;98;95;78;1.0;1.0;1.0;358195;-47.14775;-974.0;685.0;231;228;180;1.0;1.0;1.0;-326.16025;-1112.0;3116.0;231;228;180;98;95;78;1.0;1.0;1.0;358151;-47.22044;-974.0;395.0;231;228;180;98;95;78;1.0;1.0;1.0;358195;-47.14775;-974.0;685.0;-0.17378615;180.74646;0.11607500851186654;8.888010635720866;0.04969736;-123.42463;-11.877278327941895;10.202471733093262;138.45972;7.474778771400452;261.88434;7.762798;3.4248493;7.758877;-77.36058;1722.467626294536;64745350.0;13.445322203719552
phantom;;6.B;CT;6.B;-1.0;0;-10.0;-1;2.0;0.75;0.25;0.0;1.0;GTV-1_grow2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;231;228;180;1.0;1.0;1.0;-326.16025;-1112.0;3116.0;231;228;180;98;95;78;1.0;1.0;1.0;358195;-47.14775;-974.0;685.0;231;228;180;98;95;78;1.0;1.0;1.0;358195;-47.14775;-974.0;685.0;231;228;180;1.0;1.0;1.0;-326.16025;-1112.0;3116.0;231;228;180;102;99;82;1.0;1.0;1.0;419395;-80.995026;-1000.0;400.0;231;228;180;102;99;82;1.0;1.0;1.0;419638;-80.68496;-1033.0;869.0;0.08187711;229.15514;0.27427075798547995;7.333750527838426;0.08743227;-123.42463;-13.957038307189942;13.05414218902588;138.45972;8.277129888534546;261.88434;8.886044;3.9289384;8.886042;184.88525;78.34962909133584;96109320.0;15.138091571464425
phantom;;6.B;CT;6.B;-1.0;0;-10.0;-1;-2.0;0.75;0.25;0.25;1.0;GTV-1_shrink2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;231;228;180;1.0;1.0;1.0;-326.50952;-1108.0;3120.0;231;228;180;98;95;78;1.0;1.0;1.0;357560;-48.501083;-976.0;697.0;231;228;180;98;95;78;1.0;1.0;1.0;357560;-48.501083;-976.0;697.0;231;228;180;1.0;1.0;1.0;-326.50952;-1108.0;3120.0;231;228;180;94;91;74;1.0;1.0;1.0;301861;-20.36313;-965.0;251.0;231;228;180;94;91;74;1.0;1.0;1.0;301861;-20.36313;-965.0;251.0;-0.086381875;131.17773;0.05232712728022226;11.05395254379002;0.10878062;-113.4768;-8.92236328125;8.315886497497559;128.82042;6.713900566101074;242.29721;6.531981;2.9569116;6.528657;-132.58899;38.32218783766497;39599692.0;11.453610255482324
phantom;;6.B;CT;6.B;-1.0;0;-10.0;-1;0.0;0.75;0.25;0.25;1.0;GTV-1;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;231;228;180;1.0;1.0;1.0;-326.50952;-1108.0;3120.0;231;228;180;98;95;78;1.0;1.0;1.0;357560;-48.501083;-976.0;697.0;231;228;180;98;95;78;1.0;1.0;1.0;357560;-48.501083;-976.0;697.0;231;228;180;1.0;1.0;1.0;-326.50952;-1108.0;3120.0;231;228;180;98;95;78;1.0;1.0;1.0;357517;-48.57247;-976.0;399.0;231;228;180;98;95;78;1.0;1.0;1.0;357560;-48.501083;-976.0;697.0;-0.17374478;181.53429;0.11828590758953494;8.799798347059992;0.05408406;-123.67135;-11.965326118469239;10.288231849670426;138.68459;7.490949630737305;262.35593;7.7886777;3.437551;7.784483;-77.547455;877.0956395511139;64912384.0;13.474586014532974
phantom;;6.B;CT;6.B;-1.0;0;-10.0;-1;2.0;0.75;0.25;0.25;1.0;GTV-1_grow2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;231;228;180;1.0;1.0;1.0;-326.50952;-1108.0;3120.0;231;228;180;98;95;78;1.0;1.0;1.0;357560;-48.501083;-976.0;697.0;231;228;180;98;95;78;1.0;1.0;1.0;357560;-48.501083;-976.0;697.0;231;228;180;1.0;1.0;1.0;-326.50952;-1108.0;3120.0;231;228;180;102;99;82;1.0;1.0;1.0;418375;-82.070045;-1000.0;400.0;231;228;180;102;99;82;1.0;1.0;1.0;418618;-81.75901;-1032.0;882.0;0.07988128;229.91338;0.2726782119443125;7.287078603583392;0.09070042;-123.67135;-14.047340202331542;13.091337203979512;138.68459;8.285853147506714;262.35593;8.906492;3.9405813;8.906486;189.81787;77.83635353745747;96192680.0;15.163105255190379
phantom;;6.B;CT;6.B;-1.0;0;-10.0;-1;-2.0;0.75;0.25;0.5;1.0;GTV-1_shrink2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;231;228;180;1.0;1.0;1.0;-326.85947;-1116.0;3087.0;231;228;180;98;95;79;1.0;1.0;1.0;362681;-48.001625;-976.0;701.0;231;228;180;98;95;79;1.0;1.0;1.0;362681;-48.001625;-976.0;701.0;231;228;180;1.0;1.0;1.0;-326.85947;-1116.0;3087.0;231;228;180;94;91;75;1.0;1.0;1.0;307631;-20.967548;-964.0;247.0;231;228;180;94;91;75;1.0;1.0;1.0;307631;-20.967548;-964.0;247.0;-0.085831895;131.93398;0.057009850554009596;11.021286528239347;0.10400841;-111.36765;-8.9093017578125;8.338542938232422;133.55147;6.727116823196411;244.91913;6.5534987;2.9677548;6.550392;-133.82265;40.60565891651364;40589252.0;11.486572957834046
phantom;;6.B;CT;6.B;-1.0;0;-10.0;-1;0.0;0.75;0.25;0.5;1.0;GTV-1;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;231;228;180;1.0;1.0;1.0;-326.85947;-1116.0;3087.0;231;228;180;98;95;79;1.0;1.0;1.0;362681;-48.001625;-976.0;701.0;231;228;180;98;95;79;1.0;1.0;1.0;362681;-48.001625;-976.0;701.0;231;228;180;1.0;1.0;1.0;-326.85947;-1116.0;3087.0;231;228;180;98;95;79;1.0;1.0;1.0;362637;-48.073532;-976.0;397.0;231;228;180;98;95;79;1.0;1.0;1.0;362681;-48.001625;-976.0;701.0;-0.16836889;180.46455;0.12279380582107259;8.870673341438007;0.055122692;-123.69611;-11.883821487426761;10.233106803894048;137.45888;7.477642774581909;261.155;7.75921;3.4229786;7.755338;-79.78736;1646.1190888573979;65453404.0;13.434764628161997
phantom;;6.B;CT;6.B;-1.0;0;-10.0;-1;2.0;0.75;0.25;0.5;1.0;GTV-1_grow2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;231;228;180;1.0;1.0;1.0;-326.85947;-1116.0;3087.0;231;228;180;98;95;79;1.0;1.0;1.0;362681;-48.001625;-976.0;701.0;231;228;180;98;95;79;1.0;1.0;1.0;362681;-48.001625;-976.0;701.0;231;228;180;1.0;1.0;1.0;-326.85947;-1116.0;3087.0;231;228;180;102;99;83;1.0;1.0;1.0;422297;-80.316605;-1000.0;398.0;231;228;180;102;99;83;1.0;1.0;1.0;422531;-80.02588;-1030.0;889.0;0.07822355;227.47269;0.276318606254195;7.413608699995535;0.08910531;-123.69611;-13.888294792175293;12.925303649902345;137.45888;8.246421813964844;261.155;8.843188;3.9068482;8.843182;192.80893;80.8319700864688;96063620.0;15.082400433388486
phantom;;6.B;CT;6.B;-1.0;0;-10.0;-1;-2.0;0.75;0.25;0.75;1.0;GTV-1_shrink2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;231;228;180;1.0;1.0;1.0;-327.20923;-1117.0;3074.0;231;228;180;98;95;78;1.0;1.0;1.0;358722;-45.6164;-976.0;696.0;231;228;180;98;95;78;1.0;1.0;1.0;358722;-45.6164;-976.0;696.0;231;228;180;1.0;1.0;1.0;-327.20923;-1117.0;3074.0;231;228;180;94;91;74;1.0;1.0;1.0;303177;-17.583088;-956.0;244.0;231;228;180;94;91;74;1.0;1.0;1.0;303177;-17.583088;-956.0;244.0;-0.08103829;129.36485;0.06443556380069186;11.33493588109631;0.10243392;-112.302605;-8.76787986755371;8.218176460266125;136.81422;6.679705619812012;249.11682;6.4766393;2.9399545;6.4738097;-140.35176;38.34030254345607;39222436.0;11.374155357668121
phantom;;6.B;CT;6.B;-1.0;0;-10.0;-1;0.0;0.75;0.25;0.75;1.0;GTV-1;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;231;228;180;1.0;1.0;1.0;-327.20923;-1117.0;3074.0;231;228;180;98;95;78;1.0;1.0;1.0;358722;-45.6164;-976.0;696.0;231;228;180;98;95;78;1.0;1.0;1.0;358722;-45.6164;-976.0;696.0;231;228;180;1.0;1.0;1.0;-327.20923;-1117.0;3074.0;231;228;180;98;95;78;1.0;1.0;1.0;358680;-45.684986;-976.0;395.0;231;228;180;98;95;78;1.0;1.0;1.0;358722;-45.6164;-976.0;696.0;-0.1744065;179.3981;0.11671847767347954;8.969036411778143;0.049536705;-123.68322;-11.767109203338622;10.122701740264894;136.81422;7.450406849384308;260.49744;7.7257924;3.4068089;7.721938;-76.797356;-1602.9171849553097;64357428.0;13.395093802305606
phantom;;6.B;CT;6.B;-1.0;0;-10.0;-1;2.0;0.75;0.25;0.75;1.0;GTV-1_grow2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;231;228;180;1.0;1.0;1.0;-327.20923;-1117.0;3074.0;231;228;180;98;95;78;1.0;1.0;1.0;358722;-45.6164;-976.0;696.0;231;228;180;98;95;78;1.0;1.0;1.0;358722;-45.6164;-976.0;696.0;231;228;180;1.0;1.0;1.0;-327.20923;-1117.0;3074.0;231;228;180;102;99;82;1.0;1.0;1.0;419675;-79.397995;-999.0;400.0;231;228;180;102;99;82;1.0;1.0;1.0;419908;-79.10486;-1032.0;884.0;0.07672413;227.60231;0.2766777043479235;7.392425971891944;0.08311056;-123.68322;-13.891327857971191;12.923988533020054;136.81422;8.232206344604492;260.49744;8.845607;3.9061718;8.845604;196.633;84.13510984619583;95521470.0;15.086689550214768
phantom;;6.B;CT;6.B;-1.0;0;-10.0;-1;-2.0;0.75;0.5;0.0;1.0;GTV-1_shrink2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;231;228;180;1.0;1.0;1.0;-326.1277;-1099.0;3323.0;231;228;180;98;96;78;1.0;1.0;1.0;358133;-47.04478;-971.0;691.0;231;228;180;98;96;78;1.0;1.0;1.0;358133;-47.04478;-971.0;691.0;231;228;180;1.0;1.0;1.0;-326.1277;-1099.0;3323.0;231;228;180;94;91;74;1.0;1.0;1.0;302096;-18.932213;-962.0;252.0;231;228;180;94;91;74;1.0;1.0;1.0;302096;-18.932213;-962.0;252.0;-0.080852896;129.91173;0.06152126323691134;11.250466584634468;0.106139794;-108.66389;-8.776702880859375;8.238070964813232;131.94223;6.6889328956604;240.60611;6.497917;2.9478526;6.494879;-140.97061;42.85569737042092;39247784.0;11.398168763093118
phantom;;6.B;CT;6.B;-1.0;0;-10.0;-1;0.0;0.75;0.5;0.0;1.0;GTV-1;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;231;228;180;1.0;1.0;1.0;-326.1277;-1099.0;3323.0;231;228;180;98;96;78;1.0;1.0;1.0;358133;-47.04478;-971.0;691.0;231;228;180;98;96;78;1.0;1.0;1.0;358133;-47.04478;-971.0;691.0;231;228;180;1.0;1.0;1.0;-326.1277;-1099.0;3323.0;231;228;180;98;96;78;1.0;1.0;1.0;358089;-47.117153;-971.0;400.0;231;228;180;98;96;78;1.0;1.0;1.0;358133;-47.04478;-971.0;691.0;-0.17563939;180.45221;0.11650108378353335;8.855189398804596;0.05301237;-118.6345;-11.845890617370603;10.223653984069825;131.94223;7.465930700302124;250.57672;7.760606;3.4208963;7.756584;-76.481995;-680.8510642923923;64629010.0;13.434399376487244
phantom;;6.B;CT;6.B;-1.0;0;-10.0;-1;2.0;0.75;0.5;0.0;1.0;GTV-1_grow2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;231;228;180;1.0;1.0;1.0;-326.1277;-1099.0;3323.0;231;228;180;98;96;78;1.0;1.0;1.0;358133;-47.04478;-971.0;691.0;231;228;180;98;96;78;1.0;1.0;1.0;358133;-47.04478;-971.0;691.0;231;228;180;1.0;1.0;1.0;-326.1277;-1099.0;3323.0;231;228;180;102;100;82;1.0;1.0;1.0;419523;-80.9111;-1000.0;400.0;231;228;180;102;100;82;1.0;1.0;1.0;419758;-80.60126;-1033.0;863.0;0.08008959;228.98451;0.273357849213816;7.260825504710619;0.08548715;-118.6345;-14.012970924377441;13.07412586212158;131.94223;8.258467435836792;250.57672;8.890251;3.92878;8.890245;188.94135;71.6941423139733;96066950.0;15.132445484417442
phantom;;6.B;CT;6.B;-1.0;0;-10.0;-1;-2.0;0.75;0.5;0.25;1.0;GTV-1_shrink2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;231;228;180;1.0;1.0;1.0;-326.47668;-1100.0;3308.0;231;228;180;98;95;78;1.0;1.0;1.0;357523;-48.445465;-971.0;688.0;231;228;180;98;95;78;1.0;1.0;1.0;357523;-48.445465;-971.0;688.0;231;228;180;1.0;1.0;1.0;-326.47668;-1100.0;3308.0;231;228;180;94;90;74;1.0;1.0;1.0;301699;-20.445295;-969.0;256.0;231;228;180;94;90;74;1.0;1.0;1.0;301699;-20.445295;-969.0;256.0;-0.07840759;130.83621;0.06675856491149418;11.078530740231027;0.10946425;-107.9574;-8.83087177276611;8.279214477539064;124.282326;6.709920525550842;232.23972;6.527259;2.957795;6.5242014;-145.88339;39.905603044591956;39475010.0;11.438634364431616
phantom;;6.B;CT;6.B;-1.0;0;-10.0;-1;0.0;0.75;0.5;0.25;1.0;GTV-1;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;231;228;180;1.0;1.0;1.0;-326.47668;-1100.0;3308.0;231;228;180;98;95;78;1.0;1.0;1.0;357523;-48.445465;-971.0;688.0;231;228;180;98;95;78;1.0;1.0;1.0;357523;-48.445465;-971.0;688.0;231;228;180;1.0;1.0;1.0;-326.47668;-1100.0;3308.0;231;228;180;98;95;78;1.0;1.0;1.0;357480;-48.517326;-971.0;400.0;231;228;180;98;95;78;1.0;1.0;1.0;357523;-48.445465;-971.0;688.0;-0.17505515;181.44228;0.11530956056467276;8.789653640778045;0.05363536;-120.70733;-11.974520206451416;10.28100976943972;132.38979;7.47733610868454;253.0971;7.7895203;3.4352434;7.785402;-76.94747;-1315.377661972717;64872940.0;13.471188572729782
phantom;;6.B;CT;6.B;-1.0;0;-10.0;-1;2.0;0.75;0.5;0.25;1.0;GTV-1_grow2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;231;228;180;1.0;1.0;1.0;-326.47668;-1100.0;3308.0;231;228;180;98;95;78;1.0;1.0;1.0;357523;-48.445465;-971.0;688.0;231;228;180;98;95;78;1.0;1.0;1.0;357523;-48.445465;-971.0;688.0;231;228;180;1.0;1.0;1.0;-326.47668;-1100.0;3308.0;231;228;180;102;99;82;1.0;1.0;1.0;418568;-82.11776;-1000.0;400.0;231;228;180;102;99;82;1.0;1.0;1.0;418806;-81.80323;-1032.0;872.0;0.083551876;229.78731;0.27205321176201525;7.225684953825985;0.09093255;-120.70733;-14.088438320159913;13.141637706756587;132.38979;8.276724576950073;253.0971;8.911523;3.941012;8.911518;181.42905;67.57986139500477;96184540.0;15.158967913837786
phantom;;6.B;CT;6.B;-1.0;0;-10.0;-1;-2.0;0.75;0.5;0.5;1.0;GTV-1_shrink2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;231;228;180;1.0;1.0;1.0;-326.8254;-1105.0;3249.0;231;228;180;98;94;79;1.0;1.0;1.0;362745;-48.139843;-973.0;694.0;231;228;180;98;94;79;1.0;1.0;1.0;362745;-48.139843;-973.0;694.0;231;228;180;1.0;1.0;1.0;-326.8254;-1105.0;3249.0;231;228;180;94;90;75;1.0;1.0;1.0;307562;-21.10464;-969.0;254.0;231;228;180;94;90;75;1.0;1.0;1.0;307562;-21.10464;-969.0;254.0;-0.08315325;131.79695;0.062194652891745805;11.023780537569229;0.09797928;-108.82603;-8.906524562835694;8.337437438964853;126.842674;6.725530564785004;235.6687;6.552293;2.9670043;6.5493965;-138.06178;44.23521734852171;40537864.0;11.480586959815463
phantom;;6.B;CT;6.B;-1.0;0;-10.0;-1;0.0;0.75;0.5;0.5;1.0;GTV-1;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;231;228;180;1.0;1.0;1.0;-326.8254;-1105.0;3249.0;231;228;180;98;94;79;1.0;1.0;1.0;362745;-48.139843;-973.0;694.0;231;228;180;98;94;79;1.0;1.0;1.0;362745;-48.139843;-973.0;694.0;231;228;180;1.0;1.0;1.0;-326.8254;-1105.0;3249.0;231;228;180;98;94;79;1.0;1.0;1.0;362704;-48.206013;-973.0;399.0;231;228;180;98;94;79;1.0;1.0;1.0;362745;-48.139843;-973.0;694.0;-0.17247304;180.15733;0.11844709814416687;8.837452230261244;0.048168376;-118.81997;-11.859148025512695;10.212109947204608;131.5352;7.4550973773002625;250.35516;7.7567725;3.419711;7.752908;-77.82242;-758.1315137078052;65354584.0;13.42337907306186
phantom;;6.B;CT;6.B;-1.0;0;-10.0;-1;2.0;0.75;0.5;0.5;1.0;GTV-1_grow2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;231;228;180;1.0;1.0;1.0;-326.8254;-1105.0;3249.0;231;228;180;98;94;79;1.0;1.0;1.0;362745;-48.139843;-973.0;694.0;231;228;180;98;94;79;1.0;1.0;1.0;362745;-48.139843;-973.0;694.0;231;228;180;1.0;1.0;1.0;-326.8254;-1105.0;3249.0;231;228;180;102;98;83;1.0;1.0;1.0;422550;-80.5826;-1000.0;400.0;231;228;180;102;98;83;1.0;1.0;1.0;422783;-80.28386;-1029.0;869.0;0.081708424;227.10838;0.2769705942393045;7.346056104657947;0.08459233;-119.487976;-13.919574165344237;12.967787075042732;131.5352;8.229666233062744;251.02318;8.842873;3.9037895;8.84287;184.43771;71.84725830086256;95967460.0;15.070336100231604
