id_subject;id_cohort;img_data_settings_id;img_data_modality;img_data_config;img_data_noise_level;img_data_noise_iter;img_data_rotation_angle;img_data_roi_randomise_iter;img_data_roi_adapt_size;img_data_translate_x;img_data_translate_y;img_data_translate_z;img_data_voxel_size;img_data_roi;diag_img_dim_x_init_img_CT;diag_img_dim_y_init_img_CT;diag_img_dim_z_init_img_CT;diag_vox_dim_x_init_img_CT;diag_vox_dim_y_init_img_CT;diag_vox_dim_z_init_img_CT;diag_mean_int_init_img_CT;diag_min_int_init_img_CT;diag_max_int_init_img_CT;diag_int_map_dim_x_init_roi;diag_int_map_dim_y_init_roi;diag_int_map_dim_z_init_roi;diag_int_bb_dim_x_init_roi;diag_int_bb_dim_y_init_roi;diag_int_bb_dim_z_init_roi;diag_int_vox_dim_x_init_roi;diag_int_vox_dim_y_init_roi;diag_int_vox_dim_z_init_roi;diag_int_vox_count_init_roi;diag_int_mean_int_init_roi;diag_int_min_int_init_roi;diag_int_max_int_init_roi;diag_mrp_map_dim_x_init_roi;diag_mrp_map_dim_y_init_roi;diag_mrp_map_dim_z_init_roi;diag_mrp_bb_dim_x_init_roi;diag_mrp_bb_dim_y_init_roi;diag_mrp_bb_dim_z_init_roi;diag_mrp_vox_dim_x_init_roi;diag_mrp_vox_dim_y_init_roi;diag_mrp_vox_dim_z_init_roi;diag_mrp_vox_count_init_roi;diag_mrp_mean_int_init_roi;diag_mrp_min_int_init_roi;diag_mrp_max_int_init_roi;diag_img_dim_x_interp_img_CT;diag_img_dim_y_interp_img_CT;diag_img_dim_z_interp_img_CT;diag_vox_dim_x_interp_img_CT;diag_vox_dim_y_interp_img_CT;diag_vox_dim_z_interp_img_CT;diag_mean_int_interp_img_CT;diag_min_int_interp_img_CT;diag_max_int_interp_img_CT;diag_int_map_dim_x_interp_roi;diag_int_map_dim_y_interp_roi;diag_int_map_dim_z_interp_roi;diag_int_bb_dim_x_interp_roi;diag_int_bb_dim_y_interp_roi;diag_int_bb_dim_z_interp_roi;diag_int_vox_dim_x_interp_roi;diag_int_vox_dim_y_interp_roi;diag_int_vox_dim_z_interp_roi;diag_int_vox_count_interp_roi;diag_int_mean_int_interp_roi;diag_int_min_int_interp_roi;diag_int_max_int_interp_roi;diag_mrp_map_dim_x_interp_roi;diag_mrp_map_dim_y_interp_roi;diag_mrp_map_dim_z_interp_roi;diag_mrp_bb_dim_x_interp_roi;diag_mrp_bb_dim_y_interp_roi;diag_mrp_bb_dim_z_interp_roi;diag_mrp_vox_dim_x_interp_roi;diag_mrp_vox_dim_y_interp_roi;diag_mrp_vox_dim_z_interp_roi;diag_mrp_vox_count_interp_roi;diag_mrp_mean_int_interp_roi;diag_mrp_min_int_interp_roi;diag_mrp_max_int_interp_roi;diag_img_dim_x_reseg_img_CT;diag_img_dim_y_reseg_img_CT;diag_img_dim_z_reseg_img_CT;diag_vox_dim_x_reseg_img_CT;diag_vox_dim_y_reseg_img_CT;diag_vox_dim_z_reseg_img_CT;diag_mean_int_reseg_img_CT;diag_min_int_reseg_img_CT;diag_max_int_reseg_img_CT;diag_int_map_dim_x_reseg_roi;diag_int_map_dim_y_reseg_roi;diag_int_map_dim_z_reseg_roi;diag_int_bb_dim_x_reseg_roi;diag_int_bb_dim_y_reseg_roi;diag_int_bb_dim_z_reseg_roi;diag_int_vox_dim_x_reseg_roi;diag_int_vox_dim_y_reseg_roi;diag_int_vox_dim_z_reseg_roi;diag_int_vox_count_reseg_roi;diag_int_mean_int_reseg_roi;diag_int_min_int_reseg_roi;diag_int_max_int_reseg_roi;diag_mrp_map_dim_x_reseg_roi;diag_mrp_map_dim_y_reseg_roi;diag_mrp_map_dim_z_reseg_roi;diag_mrp_bb_dim_x_reseg_roi;diag_mrp_bb_dim_y_reseg_roi;diag_mrp_bb_dim_z_reseg_roi;diag_mrp_vox_dim_x_reseg_roi;diag_mrp_vox_dim_y_reseg_roi;diag_mrp_vox_dim_z_reseg_roi;diag_mrp_vox_count_reseg_roi;diag_mrp_mean_int_reseg_roi;diag_mrp_min_int_reseg_roi;diag_mrp_max_int_reseg_roi;wavelet_db3_hhh_invar_level_2_stat_mean;wavelet_db3_hhh_invar_level_2_stat_var;wavelet_db3_hhh_invar_level_2_stat_skew;wavelet_db3_hhh_invar_level_2_stat_kurt;wavelet_db3_hhh_invar_level_2_stat_median;wavelet_db3_hhh_invar_level_2_stat_min;wavelet_db3_hhh_invar_level_2_stat_p10;wavelet_db3_hhh_invar_level_2_stat_p90;wavelet_db3_hhh_invar_level_2_stat_max;wavelet_db3_hhh_invar_level_2_stat_iqr;wavelet_db3_hhh_invar_level_2_stat_range;wavelet_db3_hhh_invar_level_2_stat_mad;wavelet_db3_hhh_invar_level_2_stat_rmad;wavelet_db3_hhh_invar_level_2_stat_medad;wavelet_db3_hhh_invar_level_2_stat_cov;wavelet_db3_hhh_invar_level_2_stat_qcod;wavelet_db3_hhh_invar_level_2_stat_energy;wavelet_db3_hhh_invar_level_2_stat_rms
phantom;;7.B;CT;7.B;-1.0;0;-10.0;-1;0.0;0.25;0.0;0.0;1.0;GTV-1;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;231;228;180;1.0;1.0;1.0;-328.35648;-1116.0;3358.0;231;228;180;99;95;78;1.0;1.0;1.0;358069;-46.868862;-974.0;714.0;231;228;180;99;95;78;1.0;1.0;1.0;358069;-46.868862;-974.0;714.0;231;228;180;1.0;1.0;1.0;-328.35648;-1116.0;3358.0;231;228;180;99;95;78;1.0;1.0;1.0;358026;-46.935608;-974.0;396.0;231;228;180;99;95;78;1.0;1.0;1.0;358069;-46.868862;-974.0;714.0;-0.03521918;312.0514;-0.028784560240267692;6.395852370091703;-0.008988872;-165.92319;-17.246222496032715;17.17759609222412;170.1674;13.180147290229797;336.09058;11.309008;5.900383;11.308975;-501.5726;-666.1109209979335;111722940.0;17.665010600955707
phantom;;7.B;CT;7.B;-1.0;0;-10.0;-1;2.0;0.25;0.0;0.0;1.0;GTV-1_grow2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;231;228;180;1.0;1.0;1.0;-328.35648;-1116.0;3358.0;231;228;180;99;95;78;1.0;1.0;1.0;358069;-46.868862;-974.0;714.0;231;228;180;99;95;78;1.0;1.0;1.0;358069;-46.868862;-974.0;714.0;231;228;180;1.0;1.0;1.0;-328.35648;-1116.0;3358.0;231;228;180;103;99;82;1.0;1.0;1.0;419079;-80.48107;-1000.0;398.0;231;228;180;103;99;82;1.0;1.0;1.0;419324;-80.158905;-1017.0;800.0;0.019483905;370.5755;0.011879267681535527;5.780796847743986;0.007402718;-182.1614;-19.301006317138672;19.362954711914064;196.6367;14.302359104156494;378.7981;12.404923;6.4830074;12.404914;988.01227;429.8459565198699;155300580.0;19.25034794987899
phantom;;7.B;CT;7.B;-1.0;0;-10.0;-1;-2.0;0.25;0.0;0.25;1.0;GTV-1_shrink2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;231;228;180;1.0;1.0;1.0;-328.7063;-1118.0;3331.0;231;228;180;99;95;78;1.0;1.0;1.0;357506;-48.34457;-971.0;698.0;231;228;180;99;95;78;1.0;1.0;1.0;357506;-48.34457;-971.0;698.0;231;228;180;1.0;1.0;1.0;-328.7063;-1118.0;3331.0;231;228;180;95;90;74;1.0;1.0;1.0;301985;-20.371592;-959.0;245.0;231;228;180;95;90;74;1.0;1.0;1.0;301985;-20.371592;-959.0;245.0;0.023635851;248.95668;0.004148427294878928;6.918971515913494;-0.0044088364;-151.42793;-14.793057632446288;14.875022697448733;142.09271;11.986939430236816;293.52063;10.056037;5.281549;10.055999;667.56055;371.0141389692426;75181350.0;15.778378864699418
phantom;;7.B;CT;7.B;-1.0;0;-10.0;-1;0.0;0.25;0.0;0.25;1.0;GTV-1;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;231;228;180;1.0;1.0;1.0;-328.7063;-1118.0;3331.0;231;228;180;99;95;78;1.0;1.0;1.0;357506;-48.34457;-971.0;698.0;231;228;180;99;95;78;1.0;1.0;1.0;357506;-48.34457;-971.0;698.0;231;228;180;1.0;1.0;1.0;-328.7063;-1118.0;3331.0;231;228;180;99;95;78;1.0;1.0;1.0;357461;-48.414898;-971.0;394.0;231;228;180;99;95;78;1.0;1.0;1.0;357506;-48.34457;-971.0;698.0;-0.036396984;312.26785;-0.02967934066132399;6.361426059458875;-0.018954277;-155.21274;-17.19356346130371;17.11552619934082;169.23401;13.163527011871338;324.44675;11.299947;5.8898144;11.2999325;-485.51007;-1400.1073692752448;111624050.0;17.67113932455384
phantom;;7.B;CT;7.B;-1.0;0;-10.0;-1;2.0;0.25;0.0;0.25;1.0;GTV-1_grow2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;231;228;180;1.0;1.0;1.0;-328.7063;-1118.0;3331.0;231;228;180;99;95;78;1.0;1.0;1.0;357506;-48.34457;-971.0;698.0;231;228;180;99;95;78;1.0;1.0;1.0;357506;-48.34457;-971.0;698.0;231;228;180;1.0;1.0;1.0;-328.7063;-1118.0;3331.0;231;228;180;103;99;82;1.0;1.0;1.0;418150;-81.67838;-1000.0;399.0;231;228;180;103;99;82;1.0;1.0;1.0;418389;-81.36744;-1018.0;798.0;0.018272301;371.97208;0.015033706913280386;5.755815332306103;-0.0058686733;-176.52176;-19.27828845977783;19.323249816894542;187.69417;14.251129388809204;364.21594;12.398156;6.454354;12.398132;1055.5089;487.5415490775028;155540290.0;19.28658780628688
phantom;;7.B;CT;7.B;-1.0;0;-10.0;-1;-2.0;0.25;0.0;0.5;1.0;GTV-1_shrink2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;231;228;180;1.0;1.0;1.0;-329.05582;-1125.0;3231.0;231;228;180;99;95;79;1.0;1.0;1.0;362578;-48.050274;-975.0;652.0;231;228;180;99;95;79;1.0;1.0;1.0;362578;-48.050274;-975.0;652.0;231;228;180;1.0;1.0;1.0;-329.05582;-1125.0;3231.0;231;228;180;95;91;75;1.0;1.0;1.0;307676;-20.876642;-953.0;241.0;231;228;180;95;91;75;1.0;1.0;1.0;307676;-20.876642;-953.0;241.0;0.02454644;251.32294;0.006790130862804501;6.9853615740923125;0.006239474;-144.40125;-14.884989738464355;14.948787212371826;146.74664;11.980932593345642;291.1479;10.08911;5.291212;10.089094;645.8439;854.9038116382134;77326230.0;15.853188138334508
phantom;;7.B;CT;7.B;-1.0;0;-10.0;-1;0.0;0.25;0.0;0.5;1.0;GTV-1;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;231;228;180;1.0;1.0;1.0;-329.05582;-1125.0;3231.0;231;228;180;99;95;79;1.0;1.0;1.0;362578;-48.050274;-975.0;652.0;231;228;180;99;95;79;1.0;1.0;1.0;362578;-48.050274;-975.0;652.0;231;228;180;1.0;1.0;1.0;-329.05582;-1125.0;3231.0;231;228;180;99;95;79;1.0;1.0;1.0;362529;-48.124557;-975.0;397.0;231;228;180;99;95;79;1.0;1.0;1.0;362578;-48.050274;-975.0;652.0;-0.03530595;308.61874;-0.033033218054741555;6.358531561909555;-0.012052357;-162.30475;-17.044296646118163;16.959560012817395;161.05905;13.02925729751587;323.3638;11.213448;5.832204;11.213422;-497.58038;-426.30989936812546;111883690.0;17.56758284324761
phantom;;7.B;CT;7.B;-1.0;0;-10.0;-1;2.0;0.25;0.0;0.5;1.0;GTV-1_grow2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;231;228;180;1.0;1.0;1.0;-329.05582;-1125.0;3231.0;231;228;180;99;95;79;1.0;1.0;1.0;362578;-48.050274;-975.0;652.0;231;228;180;99;95;79;1.0;1.0;1.0;362578;-48.050274;-975.0;652.0;231;228;180;1.0;1.0;1.0;-329.05582;-1125.0;3231.0;231;228;180;103;99;83;1.0;1.0;1.0;421996;-80.35647;-1000.0;400.0;231;228;180;103;99;83;1.0;1.0;1.0;422242;-80.04257;-1018.0;805.0;0.022040162;367.83902;0.017837879147561117;5.7903857326093835;-0.0022567213;-163.34953;-19.076570510864258;19.10128688812256;182.5568;14.168203353881836;345.9063;12.313219;6.405151;12.313192;870.19006;679.7496311039429;155226800.0;19.179142462261723
phantom;;7.B;CT;7.B;-1.0;0;-10.0;-1;-2.0;0.25;0.0;0.75;1.0;GTV-1_shrink2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;231;228;180;1.0;1.0;1.0;-329.40518;-1124.0;3306.0;231;228;180;99;95;78;1.0;1.0;1.0;358601;-45.378273;-976.0;719.0;231;228;180;99;95;78;1.0;1.0;1.0;358601;-45.378273;-976.0;719.0;231;228;180;1.0;1.0;1.0;-329.40518;-1124.0;3306.0;231;228;180;95;91;74;1.0;1.0;1.0;303240;-17.539988;-959.0;236.0;231;228;180;95;91;74;1.0;1.0;1.0;303240;-17.539988;-959.0;236.0;0.028343188;243.01463;0.008011488021662726;6.88435565820131;0.013391376;-144.61542;-14.75186891555786;14.766407585144062;149.89369;11.936754703521729;294.5091;9.974102;5.264866;9.974093;550.0061;446.90152637686333;73692000.0;15.588952284234578
phantom;;7.B;CT;7.B;-1.0;0;-10.0;-1;0.0;0.25;0.0;0.75;1.0;GTV-1;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;231;228;180;1.0;1.0;1.0;-329.40518;-1124.0;3306.0;231;228;180;99;95;78;1.0;1.0;1.0;358601;-45.378273;-976.0;719.0;231;228;180;99;95;78;1.0;1.0;1.0;358601;-45.378273;-976.0;719.0;231;228;180;1.0;1.0;1.0;-329.40518;-1124.0;3306.0;231;228;180;99;95;78;1.0;1.0;1.0;358557;-45.446205;-976.0;400.0;231;228;180;99;95;78;1.0;1.0;1.0;358601;-45.378273;-976.0;719.0;-0.03711597;310.53787;-0.03413479674243721;6.402516604595261;-0.005056858;-168.27959;-17.143713760375977;17.06487922668458;167.57912;13.100903511047363;335.8587;11.261636;5.861655;11.261592;-474.7845;-466.88961016891545;111346020.0;17.62212341491336
phantom;;7.B;CT;7.B;-1.0;0;-10.0;-1;2.0;0.25;0.0;0.75;1.0;GTV-1_grow2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;231;228;180;1.0;1.0;1.0;-329.40518;-1124.0;3306.0;231;228;180;99;95;78;1.0;1.0;1.0;358601;-45.378273;-976.0;719.0;231;228;180;99;95;78;1.0;1.0;1.0;358601;-45.378273;-976.0;719.0;231;228;180;1.0;1.0;1.0;-329.40518;-1124.0;3306.0;231;228;180;103;99;82;1.0;1.0;1.0;419319;-78.91949;-1000.0;400.0;231;228;180;103;99;82;1.0;1.0;1.0;419573;-78.60142;-1017.0;805.0;0.026006225;366.39;0.01996395288377346;5.834292567650881;0.01537168;-177.82178;-19.11085739135742;19.21054496765137;194.8875;14.229484558105469;372.7093;12.324154;6.4394255;12.324153;736.02826;1227.5356643356643;153634540.0;19.14133249112867
phantom;;7.B;CT;7.B;-1.0;0;-10.0;-1;-2.0;0.25;0.25;0.0;1.0;GTV-1_shrink2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;231;228;180;1.0;1.0;1.0;-328.32355;-1114.0;3004.0;231;228;180;99;95;78;1.0;1.0;1.0;358043;-46.961132;-979.0;718.0;231;228;180;99;95;78;1.0;1.0;1.0;358043;-46.961132;-979.0;718.0;231;228;180;1.0;1.0;1.0;-328.32355;-1114.0;3004.0;231;228;180;95;91;74;1.0;1.0;1.0;302196;-18.690989;-960.0;248.0;231;228;180;95;91;74;1.0;1.0;1.0;302196;-18.690989;-960.0;248.0;0.026261438;245.55165;0.0021235330377850636;6.887125775499765;0.013935283;-154.68109;-14.819798946380615;14.888628005981445;137.09453;12.037188649177551;291.77563;10.025151;5.290173;10.025144;596.69574;677.636261752488;74204940.0;15.67011072025475
phantom;;7.B;CT;7.B;-1.0;0;-10.0;-1;0.0;0.25;0.25;0.0;1.0;GTV-1;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;231;228;180;1.0;1.0;1.0;-328.32355;-1114.0;3004.0;231;228;180;99;95;78;1.0;1.0;1.0;358043;-46.961132;-979.0;718.0;231;228;180;99;95;78;1.0;1.0;1.0;358043;-46.961132;-979.0;718.0;231;228;180;1.0;1.0;1.0;-328.32355;-1114.0;3004.0;231;228;180;99;95;78;1.0;1.0;1.0;358000;-47.02825;-979.0;384.0;231;228;180;99;95;78;1.0;1.0;1.0;358043;-46.961132;-979.0;718.0;-0.03397654;312.60376;-0.030027509413954413;6.44225358771544;0.0023926795;-173.05853;-17.308961486816408;17.21767158508301;189.72961;13.221983671188354;362.78815;11.321126;5.9120865;11.32107;-520.37683;-535.4079398333639;111912560.0;17.680636758926905
phantom;;7.B;CT;7.B;-1.0;0;-10.0;-1;2.0;0.25;0.25;0.0;1.0;GTV-1_grow2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;231;228;180;1.0;1.0;1.0;-328.32355;-1114.0;3004.0;231;228;180;99;95;78;1.0;1.0;1.0;358043;-46.961132;-979.0;718.0;231;228;180;99;95;78;1.0;1.0;1.0;358043;-46.961132;-979.0;718.0;231;228;180;1.0;1.0;1.0;-328.32355;-1114.0;3004.0;231;228;180;103;99;82;1.0;1.0;1.0;419177;-80.82777;-1000.0;399.0;231;228;180;103;99;82;1.0;1.0;1.0;419428;-80.50848;-1020.0;799.0;0.021414716;371.95218;0.01375782341601861;5.857797353462111;0.0097562075;-174.3383;-19.383190155029293;19.424423980712895;189.72961;14.346089839935303;364.06793;12.422824;6.4955435;12.422815;900.5986;840.7414000279447;155914000.0;19.286074240662444
phantom;;7.B;CT;7.B;-1.0;0;-10.0;-1;-2.0;0.25;0.25;0.25;1.0;GTV-1_shrink2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;231;228;180;1.0;1.0;1.0;-328.67188;-1116.0;3009.0;231;228;180;99;95;78;1.0;1.0;1.0;357430;-48.38906;-979.0;703.0;231;228;180;99;95;78;1.0;1.0;1.0;357430;-48.38906;-979.0;703.0;231;228;180;1.0;1.0;1.0;-328.67188;-1116.0;3009.0;231;228;180;95;91;74;1.0;1.0;1.0;301851;-20.262907;-966.0;252.0;231;228;180;95;91;74;1.0;1.0;1.0;301851;-20.262907;-966.0;252.0;0.026235478;248.64607;0.005300114726515107;6.91325690296169;0.010730982;-149.19514;-14.851151466369629;14.91061019897461;136.13994;11.97995638847351;285.33508;10.055025;5.2872267;10.055014;601.03784;730.3745657514136;75054280.0;15.768537747177827
phantom;;7.B;CT;7.B;-1.0;0;-10.0;-1;0.0;0.25;0.25;0.25;1.0;GTV-1;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;231;228;180;1.0;1.0;1.0;-328.67188;-1116.0;3009.0;231;228;180;99;95;78;1.0;1.0;1.0;357430;-48.38906;-979.0;703.0;231;228;180;99;95;78;1.0;1.0;1.0;357430;-48.38906;-979.0;703.0;231;228;180;1.0;1.0;1.0;-328.67188;-1116.0;3009.0;231;228;180;99;95;78;1.0;1.0;1.0;357384;-48.4604;-979.0;397.0;231;228;180;99;95;78;1.0;1.0;1.0;357430;-48.38906;-979.0;703.0;-0.03454453;312.8403;-0.02138350459736706;6.386713821456771;-0.0021948516;-161.24724;-17.225104904174803;17.14498748779297;179.37955;13.186666488647461;340.62677;11.312656;5.901876;11.312608;-512.0142;-377.64333802182193;111804550.0;17.68732639516402
phantom;;7.B;CT;7.B;-1.0;0;-10.0;-1;2.0;0.25;0.25;0.25;1.0;GTV-1_grow2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;231;228;180;1.0;1.0;1.0;-328.67188;-1116.0;3009.0;231;228;180;99;95;78;1.0;1.0;1.0;357430;-48.38906;-979.0;703.0;231;228;180;99;95;78;1.0;1.0;1.0;357430;-48.38906;-979.0;703.0;231;228;180;1.0;1.0;1.0;-328.67188;-1116.0;3009.0;231;228;180;103;99;82;1.0;1.0;1.0;418172;-82.01997;-1000.0;400.0;231;228;180;103;99;82;1.0;1.0;1.0;418411;-81.70934;-1019.0;795.0;0.021392174;373.45413;0.014546354271843795;5.828486806502585;0.003595531;-174.75937;-19.270342254638667;19.366368865966813;179.37955;14.299087166786194;354.13892;12.416991;6.466696;12.416979;903.3659;1142.0819122701782;156168290.0;19.32497539851524
phantom;;7.B;CT;7.B;-1.0;0;-10.0;-1;-2.0;0.25;0.25;0.5;1.0;GTV-1_shrink2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;231;228;180;1.0;1.0;1.0;-329.02097;-1122.0;2977.0;231;228;180;99;95;79;1.0;1.0;1.0;362548;-47.9976;-974.0;713.0;231;228;180;99;95;79;1.0;1.0;1.0;362548;-47.9976;-974.0;713.0;231;228;180;1.0;1.0;1.0;-329.02097;-1122.0;2977.0;231;228;180;95;91;75;1.0;1.0;1.0;307502;-20.808737;-964.0;248.0;231;228;180;95;91;75;1.0;1.0;1.0;307502;-20.808737;-964.0;248.0;0.026528845;251.38773;0.008404984224573909;6.996346706077642;0.011208534;-140.93423;-14.914117908477783;14.969982719421397;148.34048;11.994713544845581;289.27472;10.093647;5.2990193;10.0936365;597.6593;605.5108562212647;77302440.0;15.855233007871389
phantom;;7.B;CT;7.B;-1.0;0;-10.0;-1;0.0;0.25;0.25;0.5;1.0;GTV-1;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;231;228;180;1.0;1.0;1.0;-329.02097;-1122.0;2977.0;231;228;180;99;95;79;1.0;1.0;1.0;362548;-47.9976;-974.0;713.0;231;228;180;99;95;79;1.0;1.0;1.0;362548;-47.9976;-974.0;713.0;231;228;180;1.0;1.0;1.0;-329.02097;-1122.0;2977.0;231;228;180;99;95;79;1.0;1.0;1.0;362499;-48.07333;-974.0;399.0;231;228;180;99;95;79;1.0;1.0;1.0;362548;-47.9976;-974.0;713.0;-0.03786932;309.2292;-0.025655305673804207;6.433319372811434;-0.007507205;-159.7246;-17.073096084594724;17.006869888305665;179.73749;13.056249856948853;339.4621;11.225999;5.8440795;11.225956;-464.3578;-269.0512339279836;112095790.0;17.584954480591644
phantom;;7.B;CT;7.B;-1.0;0;-10.0;-1;2.0;0.25;0.25;0.5;1.0;GTV-1_grow2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;231;228;180;1.0;1.0;1.0;-329.02097;-1122.0;2977.0;231;228;180;99;95;79;1.0;1.0;1.0;362548;-47.9976;-974.0;713.0;231;228;180;99;95;79;1.0;1.0;1.0;362548;-47.9976;-974.0;713.0;231;228;180;1.0;1.0;1.0;-329.02097;-1122.0;2977.0;231;228;180;103;99;83;1.0;1.0;1.0;422151;-80.51648;-1000.0;400.0;231;228;180;103;99;83;1.0;1.0;1.0;422394;-80.211464;-1019.0;796.0;0.022759415;368.9446;0.01458256571424536;5.836251582520283;0.0041303635;-166.61546;-19.09441566467285;19.192171096801758;179.73749;14.183046340942383;346.35297;12.330297;6.418181;12.330283;843.9554;-697.5447104899041;155750540.0;19.207943736427843
